Route_ID,Route_Name,Route_Code,Action_Taken,New_Route_ID,Displaced_Operator_Class,Route_KM,Route_Type,OSRM_Duration_S,Cycle_Time_Min,Congestion_Zone,N_Stops_Estimated,Stop_Penalty_Min,Sharp_Turns,Junction_Penalty_Min,Pop_Score,POI_Score,Road_Multiplier,Final_CDI,Social_Flag,Priority_Band,Headway_Min,Fleet_Required,HPV_Count,MPV_Count,LPV_Count,CMP_Trunk,CMP_Route_ID,Population_Served,Population_Served_Raw,Corridor_Competitors,HV_POI_Count,Overlap_Metric,Geo_Source,Tourist_Corridor,Seasonal_Operability,District_HQ_Floor,SSCL_CDI_Conflict,SSCL_CDI_Conflict_Strong,SSCL_CDI_Conflict_Weak_SSCL,Daily_Trips,Daily_KM,Daily_Capacity_Pax,Daily_Demand_Pax,Load_Ratio,Load_Flag,Pax_Journey_Time_Min,Journey_Time_Flag,Daily_Revenue_INR,Daily_Op_Cost_INR,Viability_Ratio,Subsidy_Risk_Flag,Emissions_GCO2_Daily,Equity_Score,Map_File
R0164,Parimpora to Jawahirnagar,SRSR10103460-09,MERGED_INTO_TRUNK,FDR-205,Private Minibus,12.642,Urban,1381.8,101.1,City_Core,25,12.5,12,6.0,0.7959,0.302,1.25,0.549,True,MP,35,0,0,0,0,False,,0,101463,320,49,0.1521,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,693.5,0.0,42.0,0.0,Red_NoCapacity,73.6,True,422.0,45078.0,0.009,False,658829.0,0.15,route_maps_kashmir/FDR-205.html
R0165,Hazratbal to LD,SRSR10101860-22,MERGED_INTO_TRUNK,FDR-123,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6412,0.2912,1.25,0.4662,True,MP,35,0,0,0,0,False,,0,55948,193,34,0.1245,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,47.0,0.0,Red_NoCapacity,56.0,True,471.0,29421.0,0.016,False,429995.0,0.138,route_maps_kashmir/FDR-123.html
R0166,Parimpora to Panthachowk,BGSR02102140-14,MERGED_INTO_TRUNK,FDR-227,Private Minibus,21.307,Peri_Urban,1713.4,106.5,City_Core,42,21.0,5,2.5,0.5757,0.274,1.25,0.4248,False,MP,35,0,0,0,0,False,,0,133241,327,73,0.2159,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1168.8,0.0,31.0,0.0,Red_NoCapacity,76.2,True,305.0,75975.0,0.004,True,1110399.0,0.129,route_maps_kashmir/FDR-227.html
R0167,Hazratbal to LD,SRSR10101860-23,MERGED_INTO_TRUNK,FDR-123,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6412,0.2912,1.25,0.4662,True,MP,35,0,0,0,0,False,,0,55948,193,34,0.1245,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,47.0,0.0,Red_NoCapacity,56.0,True,471.0,29421.0,0.016,False,429995.0,0.138,route_maps_kashmir/FDR-123.html
R0168,Soura to Hazratbal,SRSR10105818-04,MERGED_INTO_TRUNK,TRK-040,Private Minibus,8.337,Urban,1248.4,66.7,City_Core,16,8.0,6,3.0,0.6876,0.3562,1.25,0.5219,False,MP,35,0,0,0,0,False,,0,59647,134,41,0.0454,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,457.3,0.0,198.0,0.0,Red_NoCapacity,56.4,True,1983.0,29727.0,0.067,True,434477.0,0.141,route_maps_kashmir/TRK-040.html
R0169,Parimpora to Hazratbal,BGSR02102118-03,MERGED_INTO_TRUNK,TRK-043,LPV / Tempo,16.104,Peri_Urban,1713.6,80.5,City_Core,32,16.0,22,11.0,0.6766,0.2053,1.25,0.441,False,MP,35,0,0,0,0,False,,0,113789,288,53,0.1026,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,883.4,0.0,62.0,0.0,Red_NoCapacity,63.2,True,623.0,57422.0,0.011,True,839248.0,0.125,route_maps_kashmir/TRK-043.html
R0170,Parimpora to Humhama,BGSR02102122-02,MERGED_INTO_TRUNK,FDR-012,Private Minibus,12.759,Urban,675.4,89.7,City_Core,25,12.5,7,3.5,0.5626,0.1523,1.25,0.3574,False,MP,35,0,0,0,0,False,,0,78440,197,31,0.1273,OSRM,False,Year_Round,False,False,False,False,54.9,699.9,0.0,63.0,0.0,Red_NoCapacity,67.8,True,633.0,45495.0,0.014,True,664926.0,0.126,route_maps_kashmir/FDR-012.html
R0171,Parimpora to Humhama,BGSR02102122-03,RETAINED_AS_FEEDER,FDR-014,,12.759,Urban,675.4,89.7,City_Core,25,12.5,7,3.5,0.5626,0.1523,0.75,0.3574,False,MP,35,4,0,0,4,False,,9692,78440,197,31,0.1273,OSRM,False,Year_Round,False,False,False,False,54.9,699.9,856.0,63.0,0.074,Amber_Under,67.8,True,633.0,45495.0,0.014,True,664926.0,0.126,route_maps_kashmir/FDR-014.html
R0172,Parimpora to Humhama,BGSR02102122-04,MERGED_INTO_TRUNK,FDR-012,Private Minibus,12.759,Urban,675.4,89.7,City_Core,25,12.5,7,3.5,0.5626,0.1523,1.25,0.3574,False,MP,35,0,0,0,0,False,,0,78440,197,31,0.1273,OSRM,False,Year_Round,False,False,False,False,54.9,699.9,0.0,63.0,0.0,Red_NoCapacity,67.8,True,633.0,45495.0,0.014,True,664926.0,0.126,route_maps_kashmir/FDR-012.html
R0173,LD to Parimpora,SRBG10026021-01,RETAINED_AS_FEEDER,FDR-213,,7.761,Urban,537.5,62.1,City_Core,15,7.5,7,3.5,0.7614,0.2099,0.75,0.4856,True,MP,35,3,0,3,0,False,,5014,60135,292,23,0.1836,OSRM,False,Year_Round,False,False,False,False,54.9,425.7,1623.0,23.0,0.014,Amber_Under,54.0,True,227.0,27674.0,0.008,False,404459.0,0.098,route_maps_kashmir/FDR-213.html
R0174,Parimpora to Humhama,BGSR02102122-05,MERGED_INTO_TRUNK,FDR-012,Private Minibus,12.759,Urban,675.4,89.7,City_Core,25,12.5,7,3.5,0.5626,0.1523,1.25,0.3574,False,MP,35,0,0,0,0,False,,0,78440,197,31,0.1273,OSRM,False,Year_Round,False,False,False,False,54.9,699.9,0.0,63.0,0.0,Red_NoCapacity,67.8,True,633.0,45495.0,0.014,True,664926.0,0.126,route_maps_kashmir/FDR-012.html
R0175,Parimpora to Hazratbal,BGSR02102118-04,MERGED_INTO_TRUNK,TRK-043,Private Minibus,16.104,Peri_Urban,1713.6,80.5,City_Core,32,16.0,22,11.0,0.6766,0.2053,1.25,0.441,False,MP,35,0,0,0,0,False,,0,113789,288,53,0.1026,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,883.4,0.0,62.0,0.0,Red_NoCapacity,63.2,True,623.0,57422.0,0.011,True,839248.0,0.125,route_maps_kashmir/TRK-043.html
R0176,Soura to Dalgate,SRSR10105815,RETAINED_AS_FEEDER,FDR-102,,11.745,Urban,1220.0,94.0,City_Core,23,11.5,8,4.0,0.7883,0.551,0.75,0.6697,False,HP,20,6,0,0,6,False,,7517,93551,303,88,0.1573,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,96.0,1127.5,1226.0,69.0,0.057,Amber_Under,62.5,True,695.0,73289.0,0.009,True,1071144.0,0.098,route_maps_kashmir/FDR-102.html
R0177,Hazratbal to LD,SRSR10101860-24,MERGED_INTO_TRUNK,FDR-153,LPV / Tempo,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6412,0.2912,1.25,0.4662,True,MP,35,0,0,0,0,False,,0,55948,193,34,0.1245,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,47.0,0.0,Red_NoCapacity,56.0,True,471.0,29421.0,0.016,False,429995.0,0.138,route_maps_kashmir/FDR-153.html
R0178,Hazratbal to LD,SRSR10101860-25,MERGED_INTO_TRUNK,FDR-123,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6412,0.2912,1.25,0.4662,True,MP,35,0,0,0,0,False,,0,55948,193,34,0.1245,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,47.0,0.0,Red_NoCapacity,56.0,True,471.0,29421.0,0.016,False,429995.0,0.138,route_maps_kashmir/FDR-123.html
R0179,Parimpora to Humhama,BGSR02102122-06,MERGED_INTO_TRUNK,FDR-014,LPV / Tempo,12.759,Urban,675.4,89.7,City_Core,25,12.5,7,3.5,0.5626,0.1523,1.25,0.3574,False,MP,35,0,0,0,0,False,,0,78440,197,31,0.1273,OSRM,False,Year_Round,False,False,False,False,54.9,699.9,0.0,63.0,0.0,Red_NoCapacity,67.8,True,633.0,45495.0,0.014,True,664926.0,0.126,route_maps_kashmir/FDR-014.html
R0180,Parimpora to Panthachowk,BGSR02102140-15,MERGED_INTO_TRUNK,FDR-225,LPV / Tempo,21.307,Peri_Urban,1713.4,106.5,City_Core,42,21.0,5,2.5,0.5757,0.274,1.25,0.4248,False,MP,35,0,0,0,0,False,,0,133241,327,73,0.2159,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1168.8,0.0,31.0,0.0,Red_NoCapacity,76.2,True,305.0,75975.0,0.004,True,1110399.0,0.129,route_maps_kashmir/FDR-225.html
R0181,Soura to Batamallo,SRSR10105808,UPGRADED_TO_TRUNK,SSCL-25,,9.167,Urban,704.6,73.3,City_Core,18,9.0,11,5.5,1.0,0.5372,1.25,0.7686,False,HP,15,6,0,6,0,True,SSCL-25,9775,94361,235,77,0.1062,OSRM,False,Year_Round,False,True,False,True,128.0,1173.4,2750.0,178.0,0.065,Amber_Under,49.6,True,1785.0,76269.0,0.023,True,35201.0,0.127,route_maps_kashmir/SSCL-25.html
R0182,Parimpora to Humhama,BGSR02102122-07,MERGED_INTO_TRUNK,FDR-012,Private Minibus,12.759,Urban,675.4,89.7,City_Core,25,12.5,7,3.5,0.5626,0.1523,1.25,0.3574,False,MP,35,0,0,0,0,False,,0,78440,197,31,0.1273,OSRM,False,Year_Round,False,False,False,False,54.9,699.9,0.0,63.0,0.0,Red_NoCapacity,67.8,True,633.0,45495.0,0.014,True,664926.0,0.126,route_maps_kashmir/FDR-012.html
R0183,Soura to Parimpora,SRBG10025821-04,MERGED_INTO_TRUNK,FDR-121,Private Minibus,12.845,Urban,926.8,102.8,City_Core,25,12.5,20,10.0,0.7944,0.3395,1.25,0.567,False,HP,20,0,0,0,0,False,,0,102944,249,74,0.1604,OSRM,False,Year_Round,False,False,False,False,96.0,1233.1,0.0,91.0,0.0,Red_NoCapacity,66.9,True,912.0,80153.0,0.011,True,1171464.0,0.131,route_maps_kashmir/FDR-121.html
R0184,Rangpora to Soura,BGSR02102258-01,RETAINED_AS_FEEDER,FDR-184,,22.053,Peri_Urban,1804.1,110.3,City_Core,44,22.0,15,7.5,0.4494,0.3096,0.75,0.3795,False,MP,35,5,0,5,0,False,,9277,115477,303,101,0.1155,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1209.8,1523.0,53.0,0.035,Amber_Under,78.2,True,534.0,78635.0,0.007,True,1149276.0,0.121,route_maps_kashmir/FDR-184.html
R0185,Parimpora to Humhama,BGSR02102122-08,MERGED_INTO_TRUNK,FDR-012,Private Minibus,12.759,Urban,675.4,89.7,City_Core,25,12.5,7,3.5,0.5626,0.1523,1.25,0.3574,False,MP,35,0,0,0,0,False,,0,78440,197,31,0.1273,OSRM,False,Year_Round,False,False,False,False,54.9,699.9,0.0,63.0,0.0,Red_NoCapacity,67.8,True,633.0,45495.0,0.014,True,664926.0,0.126,route_maps_kashmir/FDR-012.html
R0186,Parimpora to Panthachowk,BGSR02102140-16,MERGED_INTO_TRUNK,FDR-227,Private Minibus,21.307,Peri_Urban,1713.4,106.5,City_Core,42,21.0,5,2.5,0.5757,0.274,1.25,0.4248,False,MP,35,0,0,0,0,False,,0,133241,327,73,0.2159,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1168.8,0.0,31.0,0.0,Red_NoCapacity,76.2,True,305.0,75975.0,0.004,True,1110399.0,0.129,route_maps_kashmir/FDR-227.html
R0187,Rangpora to Soura,BGSR02102258-02,MERGED_INTO_TRUNK,FDR-184,Private Minibus,22.053,Peri_Urban,1804.1,110.3,City_Core,44,22.0,15,7.5,0.4494,0.3096,1.25,0.3795,False,MP,35,0,0,0,0,False,,0,115477,303,101,0.1155,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1209.8,0.0,53.0,0.0,Red_NoCapacity,78.2,True,534.0,78635.0,0.007,True,1149276.0,0.121,route_maps_kashmir/FDR-184.html
R0188,LD to Parimpora,SRBG10026021-02,MERGED_INTO_TRUNK,FDR-213,Private Minibus,7.761,Urban,537.5,62.1,City_Core,15,7.5,7,3.5,0.7614,0.2099,1.25,0.4856,True,MP,35,0,0,0,0,False,,0,60135,292,23,0.1836,OSRM,False,Year_Round,False,False,False,False,54.9,425.7,0.0,23.0,0.0,Red_NoCapacity,54.0,True,227.0,27674.0,0.008,False,404459.0,0.098,route_maps_kashmir/FDR-213.html
R0189,Hazratbal to LD,SRSR10101860-26,MERGED_INTO_TRUNK,FDR-123,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6412,0.2912,1.25,0.4662,True,MP,35,0,0,0,0,False,,0,55948,193,34,0.1245,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,47.0,0.0,Red_NoCapacity,56.0,True,471.0,29421.0,0.016,False,429995.0,0.138,route_maps_kashmir/FDR-123.html
R0190,Hazratbal to LD,SRSR10101860-27,MERGED_INTO_TRUNK,FDR-123,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6412,0.2912,1.25,0.4662,True,MP,35,0,0,0,0,False,,0,55948,193,34,0.1245,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,47.0,0.0,Red_NoCapacity,56.0,True,471.0,29421.0,0.016,False,429995.0,0.138,route_maps_kashmir/FDR-123.html
R0191,LD to Budgam,SRBG10026004-01,RETAINED_AS_FEEDER,FDR-309,,21.784,Peri_Urban,1664.2,108.9,City_Core,43,21.5,5,2.5,0.2106,0.0533,0.75,0.132,True,MP,35,5,0,5,0,False,,6557,72180,268,19,0.0805,OSRM,False,Year_Round,False,False,False,False,54.9,1195.0,1543.0,54.0,0.035,Amber_Under,77.4,True,541.0,77676.0,0.007,False,1135258.0,0.128,route_maps_kashmir/FDR-309.html
R0192,Batamallo to Panthachowk,SRSR10100840-18,MERGED_INTO_TRUNK,FDR-021,Private Minibus,17.436,Peri_Urban,1539.8,87.2,Peri_Urban,34,17.0,7,3.5,0.4598,0.0926,1.25,0.2762,False,MP,35,0,0,0,0,False,,0,92763,166,29,0.122,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,956.5,0.0,74.0,0.0,Red_NoCapacity,66.6,True,741.0,62172.0,0.012,True,908665.0,0.177,route_maps_kashmir/FDR-021.html
R0193,Hazratbal to LD,SRSR10101860-28,MERGED_INTO_TRUNK,FDR-123,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6412,0.2912,1.25,0.4662,True,MP,35,0,0,0,0,False,,0,55948,193,34,0.1245,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,47.0,0.0,Red_NoCapacity,56.0,True,471.0,29421.0,0.016,False,429995.0,0.138,route_maps_kashmir/FDR-123.html
R0194,Parimpora to Panthachowk,BGSR02102140-17,MERGED_INTO_TRUNK,FDR-227,Private Minibus,21.307,Peri_Urban,1713.4,106.5,City_Core,42,21.0,5,2.5,0.5757,0.274,1.25,0.4248,False,MP,35,0,0,0,0,False,,0,133241,327,73,0.2159,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1168.8,0.0,31.0,0.0,Red_NoCapacity,76.2,True,305.0,75975.0,0.004,True,1110399.0,0.129,route_maps_kashmir/FDR-227.html
R0195,LD to Budgam,SRBG10026004-02,MERGED_INTO_TRUNK,FDR-309,Private Minibus,21.784,Peri_Urban,1664.2,108.9,City_Core,43,21.5,5,2.5,0.2106,0.0533,1.25,0.132,True,MP,35,0,0,0,0,False,,0,72180,268,19,0.0805,OSRM,False,Year_Round,False,False,False,False,54.9,1195.0,0.0,54.0,0.0,Red_NoCapacity,77.4,True,541.0,77676.0,0.007,False,1135258.0,0.128,route_maps_kashmir/FDR-309.html
R0196,Rangpora to Soura,BGSR02102258-03,MERGED_INTO_TRUNK,FDR-184,Private Minibus,18.757,Peri_Urban,1602.8,93.8,City_Core,37,18.5,9,4.5,0.4818,0.3273,1.25,0.4045,False,MP,35,0,0,0,0,False,,0,103107,235,86,0.1147,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1029.0,0.0,62.0,0.0,Red_NoCapacity,69.9,True,619.0,66882.0,0.009,True,977508.0,0.139,route_maps_kashmir/FDR-184.html
R0197,LD to Pampore,SRPW10086005-03,MERGED_INTO_TRUNK,FDR-260,Private Minibus,15.854,Peri_Urban,1392.5,79.3,City_Core,31,15.5,6,3.0,0.5295,0.2311,1.25,0.3803,True,MP,35,0,0,0,0,False,,0,93243,271,50,0.1896,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,869.7,0.0,29.0,0.0,Red_NoCapacity,62.6,True,294.0,56531.0,0.005,False,826220.0,0.163,route_maps_kashmir/FDR-260.html
R0198,Parimpora to Pampore,BGPW02082105-01,RETAINED_AS_FEEDER,FDR-250,,23.817,Peri_Urban,1805.8,119.1,City_Core,47,23.5,4,2.0,0.5714,0.2644,0.75,0.4179,False,MP,35,5,0,5,0,False,,11026,148103,327,82,0.2023,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1306.5,1411.0,36.0,0.026,Amber_Under,82.6,True,362.0,84925.0,0.004,True,1241206.0,0.143,route_maps_kashmir/FDR-250.html
R0199,LD to Budgam,SRBG10026004-03,MERGED_INTO_TRUNK,FDR-309,Private Minibus,21.784,Peri_Urban,1664.2,108.9,City_Core,43,21.5,5,2.5,0.2106,0.0533,1.25,0.132,True,MP,35,0,0,0,0,False,,0,72180,268,19,0.0805,OSRM,False,Year_Round,False,False,False,False,54.9,1195.0,0.0,54.0,0.0,Red_NoCapacity,77.4,True,541.0,77676.0,0.007,False,1135258.0,0.128,route_maps_kashmir/FDR-309.html
R0200,Hazratbal to LD,SRSR10101860-29,MERGED_INTO_TRUNK,FDR-123,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6412,0.2912,1.25,0.4662,True,MP,35,0,0,0,0,False,,0,55948,193,34,0.1245,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,47.0,0.0,Red_NoCapacity,56.0,True,471.0,29421.0,0.016,False,429995.0,0.138,route_maps_kashmir/FDR-123.html
R0201,Lalbazar to Lalchowk,SRSR10103462-04,MERGED_INTO_TRUNK,FDR-090,Private Minibus,8.433,Urban,617.5,67.5,City_Core,16,8.0,11,5.5,1.0,0.4545,1.25,0.7272,True,HP,20,0,0,0,0,False,,0,83040,269,56,0.1324,OSRM,False,Year_Round,False,False,False,False,96.0,809.6,0.0,83.0,0.0,Red_NoCapacity,49.2,True,825.0,52622.0,0.016,False,769090.0,0.146,route_maps_kashmir/FDR-090.html
R0202,LD to Budgam,SRBG10026004-04,MERGED_INTO_TRUNK,FDR-309,Private Minibus,21.784,Peri_Urban,1664.2,108.9,City_Core,43,21.5,5,2.5,0.2106,0.0533,1.25,0.132,True,MP,35,0,0,0,0,False,,0,72180,268,19,0.0805,OSRM,False,Year_Round,False,False,False,False,54.9,1195.0,0.0,54.0,0.0,Red_NoCapacity,77.4,True,541.0,77676.0,0.007,False,1135258.0,0.128,route_maps_kashmir/FDR-309.html
R0203,Parimpora to Panthachowk,BGSR02102140-18,MERGED_INTO_TRUNK,FDR-225,LPV / Tempo,21.307,Peri_Urban,1713.4,106.5,City_Core,42,21.0,5,2.5,0.5757,0.274,1.25,0.4248,False,MP,35,0,0,0,0,False,,0,133241,327,73,0.2159,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1168.8,0.0,31.0,0.0,Red_NoCapacity,76.2,True,305.0,75975.0,0.004,True,1110399.0,0.129,route_maps_kashmir/FDR-225.html
R0204,Rangpora to Dalgate,BGSR02102215,RETAINED_AS_FEEDER,FDR-107,,15.533,Peri_Urban,923.8,77.7,City_Core,31,15.5,11,5.5,0.7589,0.49,0.75,0.6244,False,HP,20,5,0,5,0,False,,9645,120044,303,103,0.1224,OSRM,False,Year_Round,False,False,False,False,96.0,1491.2,2162.0,92.0,0.042,Amber_Under,54.4,True,917.0,96926.0,0.009,True,1416610.0,0.125,route_maps_kashmir/FDR-107.html
R0205,LD to Parimpora,SRBG10026021-03,MERGED_INTO_TRUNK,FDR-213,Private Minibus,7.761,Urban,537.5,62.1,City_Core,15,7.5,7,3.5,0.7614,0.2099,1.25,0.4856,True,MP,35,0,0,0,0,False,,0,60135,292,23,0.1836,OSRM,False,Year_Round,False,False,False,False,54.9,425.7,0.0,23.0,0.0,Red_NoCapacity,54.0,True,227.0,27674.0,0.008,False,404459.0,0.098,route_maps_kashmir/FDR-213.html
R0206,Parimpora to Panthachowk,BGSR02102140-19,MERGED_INTO_TRUNK,FDR-227,Private Minibus,21.307,Peri_Urban,1713.4,106.5,City_Core,42,21.0,5,2.5,0.5757,0.274,1.25,0.4248,False,MP,35,0,0,0,0,False,,0,133241,327,73,0.2159,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1168.8,0.0,31.0,0.0,Red_NoCapacity,76.2,True,305.0,75975.0,0.004,True,1110399.0,0.129,route_maps_kashmir/FDR-227.html
R0207,Batamaalo to Panthachowk,SRSR10100840-19,MERGED_INTO_TRUNK,FDR-021,Private Minibus,17.988,Peri_Urban,1642.6,89.9,Peri_Urban,35,17.5,11,5.5,0.4752,0.0929,1.25,0.2841,False,MP,35,0,0,0,0,False,,0,97927,166,29,0.116,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,986.8,0.0,82.0,0.0,Red_NoCapacity,68.0,True,823.0,64140.0,0.013,True,937432.0,0.187,route_maps_kashmir/FDR-021.html
R0208,LD to Pampore,SRPW10086005-04,MERGED_INTO_TRUNK,FDR-260,Private Minibus,15.854,Peri_Urban,1392.5,79.3,City_Core,31,15.5,6,3.0,0.5295,0.2311,1.25,0.3803,True,MP,35,0,0,0,0,False,,0,93243,271,50,0.1896,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,869.7,0.0,29.0,0.0,Red_NoCapacity,62.6,True,294.0,56531.0,0.005,False,826220.0,0.163,route_maps_kashmir/FDR-260.html
R0209,Lalbazar to Lalchowk,SRSR10103462-05,MERGED_INTO_TRUNK,FDR-092,LPV / Tempo,8.433,Urban,617.5,67.5,City_Core,16,8.0,11,5.5,1.0,0.4545,1.25,0.7272,True,HP,20,0,0,0,0,False,,0,83040,269,56,0.1324,OSRM,False,Year_Round,False,False,False,False,96.0,809.6,0.0,83.0,0.0,Red_NoCapacity,49.2,True,825.0,52622.0,0.016,False,769090.0,0.146,route_maps_kashmir/FDR-092.html
R0210,Batamallo to Panthachowk,SRSR10100840-20,MERGED_INTO_TRUNK,FDR-021,Private Minibus,17.436,Peri_Urban,1539.8,87.2,Peri_Urban,34,17.0,7,3.5,0.4598,0.0926,1.25,0.2762,False,MP,35,0,0,0,0,False,,0,92763,166,29,0.122,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,956.5,0.0,74.0,0.0,Red_NoCapacity,66.6,True,741.0,62172.0,0.012,True,908665.0,0.177,route_maps_kashmir/FDR-021.html
R0211,LD to Pampore,SRPW10086005-05,MERGED_INTO_TRUNK,FDR-260,Private Minibus,15.854,Peri_Urban,1392.5,79.3,City_Core,31,15.5,6,3.0,0.5295,0.2311,1.25,0.3803,True,MP,35,0,0,0,0,False,,0,93243,271,50,0.1896,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,869.7,0.0,29.0,0.0,Red_NoCapacity,62.6,True,294.0,56531.0,0.005,False,826220.0,0.163,route_maps_kashmir/FDR-260.html
R0212,Batamallo to Panthachowk,SRSR10100840-21,MERGED_INTO_TRUNK,FDR-021,Private Minibus,17.436,Peri_Urban,1539.8,87.2,Peri_Urban,34,17.0,7,3.5,0.4598,0.0926,1.25,0.2762,False,MP,35,0,0,0,0,False,,0,92763,166,29,0.122,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,956.5,0.0,74.0,0.0,Red_NoCapacity,66.6,True,741.0,62172.0,0.012,True,908665.0,0.177,route_maps_kashmir/FDR-021.html
R0213,Hazratbal to LD,SRSR10101860-30,MERGED_INTO_TRUNK,FDR-123,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6412,0.2912,1.25,0.4662,True,MP,35,0,0,0,0,False,,0,55948,193,34,0.1245,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,47.0,0.0,Red_NoCapacity,56.0,True,471.0,29421.0,0.016,False,429995.0,0.138,route_maps_kashmir/FDR-123.html
R0214,LD to Pampore,SRPW10086005-06,MERGED_INTO_TRUNK,FDR-260,Private Minibus,15.854,Peri_Urban,1392.5,79.3,City_Core,31,15.5,6,3.0,0.5295,0.2311,1.25,0.3803,True,MP,35,0,0,0,0,False,,0,93243,271,50,0.1896,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,869.7,0.0,29.0,0.0,Red_NoCapacity,62.6,True,294.0,56531.0,0.005,False,826220.0,0.163,route_maps_kashmir/FDR-260.html
R0215,Hazratbal to LD,SRSR10101860-31,MERGED_INTO_TRUNK,FDR-153,LPV / Tempo,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6412,0.2912,1.25,0.4662,True,MP,35,0,0,0,0,False,,0,55948,193,34,0.1245,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,47.0,0.0,Red_NoCapacity,56.0,True,471.0,29421.0,0.016,False,429995.0,0.138,route_maps_kashmir/FDR-153.html
R0216,Hazratbal to LD,SRSR10101860-32,MERGED_INTO_TRUNK,FDR-123,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6412,0.2912,1.25,0.4662,True,MP,35,0,0,0,0,False,,0,55948,193,34,0.1245,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,47.0,0.0,Red_NoCapacity,56.0,True,471.0,29421.0,0.016,False,429995.0,0.138,route_maps_kashmir/FDR-123.html
R0217,Soura to Parimpora,SRBG10025821-05,MERGED_INTO_TRUNK,TRK-039,Private Minibus,11.326,Urban,779.0,90.6,City_Core,22,11.0,14,7.0,0.6429,0.2425,1.25,0.4427,False,MP,35,0,0,0,0,False,,0,76952,228,50,0.1099,OSRM,False,Year_Round,False,False,False,False,54.9,621.3,0.0,62.0,0.0,Red_NoCapacity,68.3,True,621.0,40385.0,0.015,True,590246.0,0.107,route_maps_kashmir/TRK-039.html
R0218,Batamallo to Panthachowk,SRSR10100840-22,MERGED_INTO_TRUNK,FDR-021,Private Minibus,17.436,Peri_Urban,1539.8,87.2,Peri_Urban,34,17.0,7,3.5,0.4598,0.0926,1.25,0.2762,False,MP,35,0,0,0,0,False,,0,92763,166,29,0.122,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,956.5,0.0,74.0,0.0,Red_NoCapacity,66.6,True,741.0,62172.0,0.012,True,908665.0,0.177,route_maps_kashmir/FDR-021.html
